member_id,employee_number,nrc,first_name,last_name,gender,date_of_birth,date_joined_employer,date_joined_scheme,employment_status,department,sector,retirement_age,normal_retirement_date,current_age,service_years,pensionable_service_years,years_to_retirement,basic_salary,housing_allowance,transport_allowance,total_monthly_salary,pensionable_salary,annual_pensionable_salary,employee_contribution_rate,employer_contribution_rate,employee_monthly_contribution,employer_monthly_contribution,total_monthly_contribution,ee_accumulated_contributions,er_accumulated_contributions,total_accumulated_contributions,investment_return_assumption,salary_growth_assumption,inflation_assumption,accrual_rate,withdrawal_rate,disability_rate,spouse_percentage,mortality_table,benefit_formula_type,pension_type,projected_final_salary,projected_pension_benefit,last_valuation_date,status
MBR0001558,EMP001558,599462/75/6,Member1558,Surname243,Male,1966-12-09,2016-04-29,2016-10-18,Active,Research & Analytics,Parastatal,65.0,2032-04-28,59.0,10.0,9.57,6.0,17368.0,2020.66,971.85,20360.51,15614.37,187372.44,0.08,0.12,1249.15,1873.72,3122.87,137170.78,180272.25,317443.03,0.0893,0.0626,0.0732,0.02,0.0307,0.0083,0.53,A1967-70,Hybrid,Hybrid,22477.26,7192.72,2026-12-31,Active
MBR0001559,EMP001559,995266/63/5,Member1559,Surname499,Male,1998-01-15,2021-04-29,2022-01-19,Active,Operations,Public,60.0,2058-04-29,28.0,5.0,4.54,32.0,8338.0,1507.77,826.81,10672.58,7973.11,95677.32,0.08,0.1,637.85,797.31,1435.16,43281.04,46609.48,89890.52,0.0912,0.062,0.0776,0.02,0.0379,0.0039,0.65,PA(90),DB,Defined Benefit,54652.78,40443.06,2026-12-31,Active
MBR0001560,EMP001560,279598/58/7,Member1560,Surname117,Female,1981-05-07,2008-04-29,2009-01-02,Active,Client Services,Public,65.0,2046-04-29,45.0,18.0,16.24,20.0,17833.0,2471.08,1720.97,22025.05,15207.92,182495.04,0.08,0.1,1216.63,1520.79,2737.42,276910.76,283450.32,560361.08,0.0915,0.0689,0.0722,0.02,0.0324,0.0085,0.55,PA(90),DC,Defined Contribution,57651.6,43815.22,2026-12-31,Active
MBR0001561,EMP001561,381698/59/2,Member1561,Surname399,Female,1993-06-21,2024-04-29,2024-04-29,Active,Technology,Private,65.0,2058-04-29,33.0,2.0,1.92,32.0,24162.0,5879.16,1413.16,31454.32,21374.7,256496.4,0.08,0.15,1709.98,3206.2,4916.18,48163.97,90225.37,138389.34,0.0832,0.0794,0.0609,0.0167,0.0446,0.0048,0.55,PA(90),DB,Defined Benefit,246454.79,139937.03,2026-12-31,Active
MBR0001562,EMP001562,416317/50/5,Member1562,Surname386,Male,1978-08-23,2020-04-29,2020-09-12,Active,Technology,Parastatal,65.0,2043-04-29,48.0,6.0,5.75,17.0,42809.0,9492.78,2741.37,55043.15,40109.34,481312.08,0.07,0.15,2807.65,6016.4,8824.05,162958.17,514709.41,677667.58,0.0918,0.0409,0.0656,0.0167,0.0436,0.005,0.65,PA(90),Hybrid,Hybrid,79286.39,30453.9,2026-12-31,Active
MBR0001563,EMP001563,180087/54/7,Member1563,Surname213,Female,1975-07-25,2011-04-30,2012-04-25,Active,Technology,Parastatal,65.0,2040-04-28,51.0,15.0,14.98,14.0,20346.0,2699.18,1741.17,24786.35,19443.51,233322.12,0.07,0.1,1361.05,1944.35,3305.4,245006.82,321951.63,566958.45,0.0885,0.0444,0.0622,0.02,0.0478,0.0074,0.59,SAPS S2,DC,Defined Contribution,35719.94,20717.57,2026-12-31,Active
MBR0001564,EMP001564,318034/95/4,Member1564,Surname369,Female,1969-12-30,1999-04-30,2000-04-22,Retired,Operations,Public,60.0,2030-04-29,56.0,27.0,24.49,4.0,46532.0,9655.34,2664.48,58851.82,44481.72,533780.64,0.07,0.1,3113.72,4448.17,7561.89,908237.74,1336276.05,2244513.79,0.0861,0.0465,0.0653,0.0167,0.0406,0.0036,0.58,PMA92,DB,Defined Benefit,53350.5,27619.55,2026-12-31,Active
MBR0001565,EMP001565,349108/31/3,Member1565,Surname304,Female,1989-10-07,2019-04-30,2020-03-16,Active,Investment,Private,65.0,2054-04-29,37.0,7.0,6.51,28.0,18555.0,3799.24,1951.07,24305.31,16568.85,198826.2,0.05,0.15,828.44,2485.33,3313.77,62109.18,244826.67,306935.85,0.0795,0.0566,0.0629,0.02,0.0239,0.0043,0.59,SAPS S2,DB,Defined Benefit,77408.62,54186.03,2026-12-31,Active
MBR0001566,EMP001566,763996/63/1,Member1566,Surname243,Male,1973-11-05,2025-04-29,2025-09-08,Active,Technology,Public,65.0,2039-04-29,52.0,1.0,0.92,13.0,16342.0,2950.28,1774.12,21066.4,15667.51,188010.12,0.07,0.12,1096.73,1880.1,2976.83,12708.02,18621.89,31329.91,0.09,0.0775,0.0525,0.02,0.0258,0.0052,0.61,SAPS S2,DB,Defined Benefit,41345.15,11576.64,2026-12-31,Active
MBR0001567,EMP001567,715677/84/6,Member1567,Surname281,Male,2000-03-25,2025-04-29,2025-07-14,Retired,Legal & Compliance,Private,65.0,2065-04-28,26.0,1.0,0.99,39.0,15102.0,2336.59,1335.27,18773.86,14571.31,174855.72,0.08,0.12,1165.7,1748.56,2914.26,12362.49,23330.14,35692.63,0.0801,0.0493,0.0536,0.025,0.0367,0.0072,0.51,PA(90),Hybrid,Hybrid,95188.8,95188.8,2026-12-31,Active
MBR0001568,EMP001568,139398/70/4,Member1568,Surname134,Female,1976-07-31,2022-04-29,2022-06-09,Active,Investment,Public,60.0,2036-04-28,50.0,4.0,3.81,10.0,15209.0,3614.76,1311.46,20135.22,14592.42,175109.04,0.08,0.12,1167.39,1751.09,2918.48,51857.94,81206.31,133064.25,0.0736,0.066,0.0591,0.02,0.0381,0.0088,0.63,SAPS S2,DC,Defined Contribution,27650.27,7742.08,2026-12-31,Active
MBR0001569,EMP001569,934174/28/3,Member1569,Surname157,Female,1981-09-03,2025-04-29,2025-08-07,Retired,Legal & Compliance,Public,55.0,2036-04-28,45.0,1.0,0.99,10.0,5070.0,516.59,257.23,5843.82,5012.18,60146.16,0.08,0.12,400.97,601.46,1002.43,5361.58,7778.15,13139.73,0.0718,0.077,0.0629,0.02,0.0356,0.0054,0.66,SAPS S2,DC,Defined Contribution,10524.07,2315.3,2026-12-31,Active
MBR0001570,EMP001570,769625/57/3,Member1570,Surname235,Female,1986-08-11,2007-04-30,2008-03-03,Active,Research & Analytics,Parastatal,65.0,2051-04-29,40.0,19.0,17.14,25.0,8573.0,1138.36,985.02,10696.38,8009.28,96111.36,0.08,0.1,640.74,800.93,1441.67,141494.3,184759.67,326253.97,0.0944,0.0645,0.0534,0.02,0.0262,0.0073,0.59,PMA92,DC,Defined Contribution,38215.11,33629.3,2026-12-31,Active
MBR0001571,EMP001571,875618/66/3,Member1571,Surname295,Female,1992-04-28,2012-04-29,2012-06-22,Active,Research & Analytics,Private,55.0,2047-04-29,34.0,14.0,13.78,21.0,6898.0,1667.0,606.83,9171.83,6648.01,79776.12,0.1,0.1,664.8,664.8,1329.6,115388.02,104567.83,219955.85,0.0725,0.0717,0.0504,0.025,0.0217,0.0079,0.53,SAPS S2,Hybrid,Hybrid,28459.65,24902.19,2026-12-31,Active
MBR0001572,EMP001572,125509/16/8,Member1572,Surname223,Male,1999-07-02,2022-04-29,2022-07-08,Active,Research & Analytics,Private,65.0,2064-04-28,27.0,4.0,3.96,38.0,47601.0,10658.79,5387.26,63647.05,46218.37,554620.44,0.06,0.08,2773.1,3697.47,6470.57,127880.9,165556.76,293437.66,0.0966,0.061,0.0763,0.02,0.0335,0.0079,0.56,SAPS S2,Hybrid,Hybrid,438529.9,368365.12,2026-12-31,Active
MBR0001573,EMP001573,999250/70/7,Member1573,Surname99,Female,1967-01-08,2000-04-29,2000-11-10,Deferred,Research & Analytics,Private,65.0,2032-04-28,59.0,26.0,25.91,6.0,14807.0,1749.11,1536.97,18093.08,13374.88,160498.56,0.05,0.12,668.74,1604.99,2273.73,218131.13,545989.5,764120.63,0.0999,0.0585,0.0792,0.02,0.0332,0.0021,0.61,PMA92,DC,Defined Contribution,18812.0,12039.68,2026-12-31,Active
MBR0001574,EMP001574,462276/96/4,Member1574,Surname83,Male,2000-10-18,2020-04-29,2021-03-17,Deferred,Investment,Private,55.0,2055-04-29,26.0,6.0,5.66,29.0,98943.0,23416.98,11325.19,133685.17,90038.17,1080458.04,0.07,0.12,6302.67,10804.58,17107.25,384844.52,657947.57,1042792.09,0.0977,0.0412,0.0615,0.0167,0.0277,0.0059,0.63,A1967-70,Hybrid,Hybrid,290346.96,169707.8,2026-12-31,Active
MBR0001575,EMP001575,806211/97/6,Member1575,Surname181,Female,1986-04-26,2018-04-29,2018-06-16,Active,Investment,Parastatal,65.0,2051-04-29,40.0,8.0,7.65,25.0,7102.0,1605.52,766.75,9474.27,6891.03,82692.36,0.08,0.15,551.28,1033.65,1584.93,43506.96,94618.36,138125.32,0.0991,0.0621,0.0705,0.02,0.0273,0.0097,0.54,A1967-70,Hybrid,Hybrid,31075.59,20509.89,2026-12-31,Active
MBR0001576,EMP001576,621874/42/2,Member1576,Surname242,Male,1991-11-21,2021-04-29,2021-09-10,Active,Investment,Private,65.0,2057-04-28,34.0,5.0,4.68,31.0,3569.0,764.24,345.22,4678.46,3224.29,38691.48,0.06,0.12,193.46,386.91,580.37,12175.83,24904.3,37080.13,0.0844,0.054,0.0615,0.0167,0.0307,0.0075,0.61,SAPS S2,DB,Defined Benefit,16462.4,9897.19,2026-12-31,Active
MBR0001577,EMP001577,942492/86/6,Member1577,Surname170,Male,1987-12-17,2021-04-29,2022-04-13,Active,Executive,Public,65.0,2053-04-28,38.0,5.0,4.53,27.0,98669.0,21099.43,5349.25,125117.68,96749.46,1160993.52,0.08,0.12,7739.96,11609.94,19349.9,448020.53,733458.8,1181479.33,0.0915,0.0559,0.0735,0.02,0.045,0.0084,0.64,A1967-70,DC,Defined Contribution,420207.57,268932.84,2026-12-31,Active
MBR0001578,EMP001578,445029/59/3,Member1578,Surname135,Female,1996-10-21,2022-04-29,2022-04-29,Active,Corporate Affairs,Private,60.0,2056-04-28,30.0,4.0,3.9,30.0,6001.0,1381.13,703.13,8085.26,5208.16,62497.92,0.08,0.12,416.65,624.98,1041.63,20018.39,29867.81,49886.2,0.0925,0.0484,0.0683,0.02,0.0395,0.0038,0.65,A1967-70,DB,Defined Benefit,21502.78,14621.89,2026-12-31,Active
MBR0001579,EMP001579,496155/65/6,Member1579,Surname297,Female,1991-07-23,2015-04-30,2015-07-10,Deferred,Finance,Parastatal,65.0,2056-04-28,35.0,11.0,10.03,30.0,12224.0,2510.62,805.75,15540.37,11975.01,143700.12,0.05,0.08,598.75,958.0,1556.75,67043.89,117241.08,184284.97,0.096,0.0656,0.0532,0.0167,0.0428,0.0071,0.67,PMA92,Hybrid,Hybrid,80556.81,55157.25,2026-12-31,Active
MBR0001580,EMP001580,434925/73/3,Member1580,Surname380,Male,2002-09-14,2023-04-30,2024-03-30,Retired,Legal & Compliance,Private,55.0,2057-04-28,24.0,3.0,2.81,31.0,14368.0,2691.82,1439.65,18499.47,12489.36,149872.32,0.08,0.15,999.15,1873.4,2872.55,29213.58,54919.9,84133.48,0.0997,0.0525,0.0637,0.02,0.0278,0.0064,0.57,PA(90),DB,Defined Benefit,61013.43,41489.13,2026-12-31,Active
MBR0001581,EMP001581,866881/70/1,Member1581,Surname35,Female,1993-12-08,2014-04-29,2014-04-30,Active,Operations,Parastatal,60.0,2054-04-29,32.0,12.0,11.82,28.0,5917.0,1428.27,565.24,7910.51,5460.8,65529.6,0.08,0.12,436.86,655.3,1092.16,59719.59,86687.13,146406.72,0.0836,0.059,0.0714,0.02,0.0412,0.0068,0.58,A1967-70,DC,Defined Contribution,27185.86,21748.69,2026-12-31,Active
MBR0001582,EMP001582,839125/23/8,Member1582,Surname103,Female,1966-09-17,1991-04-30,1991-12-06,Deferred,Client Services,Private,60.0,2026-04-29,60.0,35.0,34.26,0.0,3755.0,640.72,374.31,4770.03,3326.06,39912.72,0.07,0.12,232.82,399.13,631.95,99718.03,174147.5,273865.53,0.0766,0.045,0.0545,0.025,0.0319,0.0083,0.57,A1967-70,Hybrid,Hybrid,3326.06,2910.3,2026-12-31,Active
MBR0001583,EMP001583,733166/84/3,Member1583,Surname27,Female,1969-05-18,2014-04-29,2015-04-24,Active,Corporate Affairs,Public,65.0,2034-04-29,57.0,12.0,11.32,8.0,14769.0,3344.8,1434.59,19548.39,14078.37,168940.44,0.06,0.12,844.7,1689.4,2534.1,100388.73,258589.66,358978.39,0.0761,0.0706,0.0737,0.0167,0.0258,0.003,0.64,SAPS S2,DB,Defined Benefit,24297.99,8115.53,2026-12-31,Active
MBR0001584,EMP001584,206910/21/3,Member1584,Surname41,Female,1989-10-25,2020-04-29,2020-05-28,Active,Operations,Private,65.0,2054-04-29,37.0,6.0,5.45,28.0,7398.0,1431.98,733.89,9563.87,6966.57,83598.84,0.08,0.1,557.33,696.66,1253.99,44416.24,51256.17,95672.41,0.0936,0.0449,0.0538,0.02,0.0216,0.0023,0.64,PMA92,Hybrid,Hybrid,23829.31,16203.93,2026-12-31,Inactive
MBR0001585,EMP001585,322744/20/8,Member1585,Surname114,Male,1963-08-21,2022-04-29,2022-08-26,Active,Actuarial,Parastatal,65.0,2028-04-28,63.0,4.0,3.62,2.0,4193.0,613.41,322.76,5129.17,3565.94,42791.28,0.08,0.08,285.28,285.28,570.56,11403.03,14893.73,26296.76,0.0931,0.0474,0.0731,0.02,0.0402,0.0088,0.51,PMA92,Hybrid,Hybrid,3912.0,469.44,2026-12-31,Active
MBR0001586,EMP001586,690638/26/4,Member1586,Surname299,Male,2004-06-07,2025-04-29,2026-02-23,Active,Finance,Private,55.0,2059-04-29,22.0,1.0,0.91,33.0,35968.0,5247.0,2054.76,43269.76,31277.29,375327.48,0.08,0.1,2502.18,3127.73,5629.91,31134.53,32084.38,63218.91,0.0713,0.0627,0.0524,0.025,0.0481,0.0067,0.55,SAPS S2,Hybrid,Hybrid,232692.07,197788.26,2026-12-31,Active
MBR0001587,EMP001587,334709/88/5,Member1587,Surname257,Male,1969-07-15,2004-04-29,2004-07-23,Active,Investment,Public,60.0,2029-04-28,57.0,22.0,21.52,3.0,19615.0,4481.27,1062.46,25158.73,19158.43,229901.16,0.08,0.12,1532.67,2299.01,3831.68,454206.43,613268.55,1067474.98,0.089,0.076,0.0538,0.0167,0.0465,0.0057,0.52,SAPS S2,Hybrid,Hybrid,23866.94,9964.45,2026-12-31,Active
MBR0001588,EMP001588,126974/95/5,Member1588,Surname99,Male,1970-10-18,2015-04-30,2016-04-14,Deferred,Client Services,Parastatal,65.0,2035-04-29,56.0,11.0,10.81,9.0,5983.0,1123.04,584.05,7690.09,5621.63,67459.56,0.06,0.12,337.3,674.6,1011.9,40918.12,85368.9,126287.02,0.0865,0.0791,0.0594,0.0167,0.0476,0.0021,0.63,SAPS S2,Hybrid,Hybrid,11153.66,3725.32,2026-12-31,Active
MBR0001589,EMP001589,299249/15/8,Member1589,Surname390,Female,2001-10-19,2025-04-29,2026-01-06,Deferred,Corporate Affairs,Public,65.0,2066-04-29,25.0,1.0,0.92,40.0,6785.0,758.99,776.52,8320.51,6706.66,80479.92,0.08,0.15,536.53,1006.0,1542.53,5193.72,12128.39,17322.11,0.0961,0.0757,0.061,0.02,0.0356,0.0035,0.62,PA(90),Hybrid,Hybrid,124208.99,101851.37,2026-12-31,Inactive
MBR0001590,EMP001590,465824/65/6,Member1590,Surname177,Male,1990-11-19,2019-04-30,2019-09-23,Active,Legal & Compliance,Parastatal,60.0,2051-04-29,35.0,7.0,6.66,25.0,3189.0,649.2,201.62,4039.82,3136.6,37639.2,0.07,0.1,219.56,313.66,533.22,17493.26,24068.36,41561.62,0.091,0.0444,0.0756,0.0167,0.0371,0.0041,0.59,PMA92,DC,Defined Contribution,9292.46,4965.89,2026-12-31,Inactive
MBR0001591,EMP001591,462832/60/2,Member1591,Surname391,Male,1966-03-26,2024-04-29,2024-08-23,Active,Actuarial,Public,65.0,2031-04-29,60.0,2.0,1.9,5.0,8727.0,1754.66,440.29,10921.95,8479.9,101758.8,0.07,0.15,593.59,1271.98,1865.57,16558.4,33748.89,50307.29,0.0921,0.064,0.0738,0.0167,0.0389,0.0047,0.57,SAPS S2,DB,Defined Benefit,11563.75,1351.8,2026-12-31,Active
MBR0001592,EMP001592,231747/79/7,Member1592,Surname486,Female,1983-08-16,2022-04-29,2023-04-03,Active,Investment,Parastatal,65.0,2048-04-28,43.0,4.0,3.65,22.0,18967.0,4434.24,1537.98,24939.22,16411.02,196932.24,0.05,0.08,820.55,1312.88,2133.43,34471.08,59484.3,93955.38,0.0994,0.0496,0.0774,0.025,0.0344,0.0047,0.55,SAPS S2,Hybrid,Hybrid,47605.78,30943.76,2026-12-31,Active
MBR0001593,EMP001593,778939/15/2,Member1593,Surname217,Male,1962-11-07,2009-04-29,2009-08-03,Active,Research & Analytics,Public,65.0,2028-04-28,63.0,17.0,16.14,2.0,15980.0,3900.03,1508.88,21388.91,13736.92,164843.04,0.1,0.1,1373.69,1373.69,2747.38,328141.17,225697.82,553838.99,0.0766,0.0511,0.0706,0.02,0.0308,0.0054,0.58,PA(90),Hybrid,Hybrid,15176.7,5767.15,2026-12-31,Active
MBR0001594,EMP001594,474697/82/1,Member1594,Surname49,Female,1962-08-12,2023-04-30,2024-03-24,Deferred,Risk Management,Parastatal,65.0,2027-04-29,64.0,3.0,2.96,1.0,17670.0,4293.08,1336.14,23299.22,16132.66,193591.92,0.08,0.15,1290.61,2419.9,3710.51,45513.9,99243.41,144757.31,0.089,0.0555,0.0772,0.02,0.0249,0.0085,0.63,SAPS S2,DB,Defined Benefit,17028.02,1362.24,2026-12-31,Active
MBR0001595,EMP001595,353031/84/2,Member1595,Surname454,Female,2002-03-24,2024-04-29,2024-08-30,Active,Risk Management,Parastatal,65.0,2067-04-29,24.0,2.0,1.85,41.0,4823.0,836.57,544.43,6204.0,4555.66,54667.92,0.1,0.1,455.57,455.57,911.14,12888.58,12208.8,25097.38,0.0806,0.0579,0.0799,0.025,0.0355,0.0081,0.51,PMA92,Hybrid,Hybrid,45791.05,49225.38,2026-12-31,Active
MBR0001596,EMP001596,238487/88/5,Member1596,Surname55,Male,1973-05-07,2016-04-29,2016-09-12,Active,Operations,Public,65.0,2038-04-29,53.0,10.0,9.74,12.0,5331.0,576.92,581.32,6489.24,4710.89,56530.68,0.06,0.08,282.65,376.87,659.52,33954.59,41045.01,74999.6,0.087,0.0689,0.0514,0.02,0.0486,0.0026,0.56,PMA92,Hybrid,Hybrid,10479.68,4611.06,2026-12-31,Active
MBR0001597,EMP001597,593610/68/1,Member1597,Surname152,Female,1964-07-30,2004-04-29,2004-12-19,Retired,Corporate Affairs,Private,65.0,2029-04-28,62.0,22.0,20.65,3.0,16034.0,3857.4,1406.35,21297.75,14871.41,178456.92,0.08,0.08,1189.71,1189.71,2379.42,317972.84,257634.67,575607.51,0.0888,0.0614,0.0752,0.02,0.0223,0.0028,0.64,PMA92,DB,Defined Benefit,17782.36,8891.18,2026-12-31,Inactive
MBR0001598,EMP001598,542594/77/6,Member1598,Surname396,Male,1966-09-10,1994-04-29,1994-05-31,Active,Operations,Parastatal,55.0,2026-04-29,60.0,32.0,31.61,0.0,33265.0,5136.92,3032.58,41434.5,31637.54,379650.48,0.05,0.12,1581.88,3796.5,5378.38,680265.93,1179160.44,1859426.37,0.0718,0.0609,0.0791,0.025,0.0213,0.0098,0.64,A1967-70,DB,Defined Benefit,31637.54,25310.03,2026-12-31,Active
MBR0001599,EMP001599,382400/14/3,Member1599,Surname330,Male,1992-08-01,2015-04-30,2015-09-03,Active,Operations,Parastatal,65.0,2057-04-28,34.0,11.0,10.7,31.0,19288.0,4581.28,2173.75,26043.03,16448.29,197379.48,0.06,0.12,986.9,1973.79,2960.69,138873.46,231660.74,370534.2,0.0934,0.0527,0.0681,0.025,0.0294,0.0057,0.59,A1967-70,DC,Defined Contribution,80828.42,84869.84,2026-12-31,Active
MBR0001600,EMP001600,114288/27/5,Member1600,Surname185,Female,1968-07-20,1997-04-29,1997-08-06,Deferred,Client Services,Public,60.0,2028-04-28,58.0,29.0,27.12,2.0,24028.0,5400.43,1638.84,31067.27,23488.8,281865.6,0.07,0.12,1644.22,2818.66,4462.88,659262.89,905696.09,1564958.98,0.0899,0.0523,0.0771,0.02,0.0425,0.0043,0.56,PA(90),DB,Defined Benefit,26009.98,16126.19,2026-12-31,Active
MBR0001601,EMP001601,202754/80/6,Member1601,Surname16,Male,1976-07-21,2017-04-29,2017-11-13,Active,Research & Analytics,Parastatal,65.0,2041-04-28,50.0,9.0,8.54,15.0,5730.0,1268.75,307.86,7306.61,5590.1,67081.2,0.07,0.08,391.31,447.21,838.52,50331.15,48210.3,98541.45,0.0956,0.0568,0.0638,0.02,0.028,0.0065,0.54,PMA92,Hybrid,Hybrid,12803.0,6145.44,2026-12-31,Active
MBR0001602,EMP001602,916961/82/6,Member1602,Surname177,Male,1973-02-01,2021-04-29,2022-04-09,Active,Client Services,Private,60.0,2033-04-28,53.0,5.0,4.71,7.0,12183.0,1888.02,691.85,14762.87,11478.33,137739.96,0.05,0.08,573.92,918.27,1492.19,39727.49,63256.62,102984.11,0.0869,0.0407,0.0603,0.02,0.0267,0.0078,0.56,PA(90),Hybrid,Hybrid,15176.01,3642.24,2026-12-31,Active
MBR0001603,EMP001603,153923/43/3,Member1603,Surname334,Female,1993-08-31,2024-04-29,2025-03-18,Active,Actuarial,Private,65.0,2058-04-29,33.0,2.0,1.96,32.0,3431.0,390.54,282.9,4104.44,3053.0,36636.0,0.08,0.1,244.24,305.3,549.54,5749.44,8563.81,14313.25,0.0873,0.0555,0.0795,0.02,0.0389,0.004,0.66,PA(90),Hybrid,Hybrid,17194.53,11692.28,2026-12-31,Active
MBR0001604,EMP001604,175455/94/7,Member1604,Surname412,Female,1965-10-23,1997-04-29,1997-11-03,Retired,Actuarial,Parastatal,65.0,2030-04-29,61.0,29.0,28.01,4.0,23425.0,2395.28,1775.79,27596.07,20742.97,248915.64,0.06,0.08,1244.58,1659.44,2904.02,453406.48,633363.45,1086769.93,0.0788,0.0635,0.0649,0.025,0.0221,0.0089,0.63,SAPS S2,DC,Defined Contribution,26535.11,21891.47,2026-12-31,Active
MBR0001605,EMP001605,125363/87/8,Member1605,Surname168,Male,1967-04-22,1997-04-29,1997-08-10,Active,Research & Analytics,Public,65.0,2032-04-28,59.0,29.0,26.85,6.0,3766.0,688.76,383.47,4838.23,3532.32,42387.84,0.06,0.15,211.94,529.85,741.79,70194.13,157895.06,228089.19,0.0757,0.0575,0.0663,0.02,0.0406,0.0069,0.67,A1967-70,DB,Defined Benefit,4940.17,3458.12,2026-12-31,Active
MBR0001606,EMP001606,274920/96/1,Member1606,Surname212,Male,1994-11-11,2024-04-29,2024-10-21,Active,Actuarial,Public,65.0,2060-04-28,31.0,2.0,1.81,34.0,83588.0,20450.36,9937.83,113976.19,81380.41,976564.92,0.07,0.12,5696.63,9765.65,15462.28,113468.82,261870.17,375338.99,0.0925,0.0683,0.0615,0.02,0.047,0.0075,0.61,SAPS S2,Hybrid,Hybrid,769289.21,553888.23,2026-12-31,Inactive
MBR0001607,EMP001607,206678/79/3,Member1607,Surname381,Female,1971-03-19,2015-04-30,2016-01-14,Deferred,Actuarial,Public,65.0,2036-04-28,55.0,11.0,10.63,10.0,27553.0,3757.99,3173.58,34484.57,25085.62,301027.44,0.08,0.08,2006.85,2006.85,4013.7,259493.76,254261.52,513755.28,0.0926,0.0422,0.0621,0.025,0.0317,0.0052,0.51,PA(90),DB,Defined Benefit,37925.87,19911.08,2026-12-31,Active
MBR0001608,EMP001608,131747/83/5,Member1608,Surname23,Female,1999-12-09,2021-04-29,2021-12-08,Active,Human Resources,Parastatal,60.0,2060-04-28,26.0,5.0,4.69,34.0,5243.0,587.27,566.24,6396.51,4940.99,59291.88,0.07,0.12,345.87,592.92,938.79,21624.13,33448.18,55072.31,0.0885,0.0456,0.0589,0.02,0.0336,0.0074,0.53,A1967-70,DC,Defined Contribution,22503.16,17552.46,2026-12-31,Active
MBR0001609,EMP001609,994452/45/8,Member1609,Surname9,Male,1971-07-29,2020-04-29,2020-06-03,Active,Research & Analytics,Private,65.0,2036-04-28,55.0,6.0,5.98,10.0,4906.0,863.21,355.15,6124.36,4292.2,51506.4,0.08,0.15,343.38,643.83,987.21,23262.65,42396.89,65659.54,0.0812,0.077,0.0675,0.0167,0.0234,0.0053,0.61,PA(90),DB,Defined Benefit,9012.33,2408.09,2026-12-31,Active
MBR0001610,EMP001610,324630/89/4,Member1610,Surname349,Male,1964-03-22,2002-04-29,2003-01-19,Active,Research & Analytics,Public,65.0,2029-04-28,62.0,24.0,22.69,3.0,53675.0,10845.8,4393.16,68913.96,51461.32,617535.84,0.06,0.15,3087.68,7719.2,10806.88,944116.65,2558335.12,3502451.77,0.0867,0.072,0.0598,0.0167,0.0271,0.0068,0.6,PMA92,DB,Defined Benefit,63396.5,28585.48,2026-12-31,Active
MBR0001611,EMP001611,773810/83/5,Member1611,Surname493,Female,1968-07-31,2022-04-29,2022-11-01,Active,Client Services,Public,60.0,2028-04-28,58.0,4.0,3.9,2.0,29983.0,3510.5,2077.33,35570.83,27882.8,334593.6,0.07,0.12,1951.8,3345.94,5297.74,104150.86,172035.0,276185.86,0.0785,0.0408,0.0594,0.02,0.0324,0.0084,0.55,A1967-70,Hybrid,Hybrid,30204.45,3624.53,2026-12-31,Inactive
MBR0001612,EMP001612,500150/25/4,Member1612,Surname476,Male,1980-02-21,2025-04-29,2025-05-05,Deferred,Risk Management,Public,65.0,2045-04-28,46.0,1.0,0.99,19.0,9225.0,1068.98,580.75,10874.73,9079.89,108958.68,0.05,0.12,453.99,1089.59,1543.58,4489.68,14215.49,18705.17,0.0993,0.0572,0.079,0.02,0.024,0.0022,0.56,PA(90),Hybrid,Hybrid,26125.61,10450.24,2026-12-31,Active
MBR0001613,EMP001613,153426/46/6,Member1613,Surname89,Male,1965-11-15,2018-04-29,2019-03-09,Active,Actuarial,Public,65.0,2031-04-29,60.0,8.0,7.71,5.0,107780.0,23560.48,11935.85,143276.33,103917.89,1247014.68,0.07,0.08,7274.25,8313.43,15587.68,787325.7,846284.19,1633609.89,0.0932,0.0694,0.0574,0.02,0.0289,0.0071,0.6,SAPS S2,DC,Defined Contribution,145342.03,37788.93,2026-12-31,Active
MBR0001614,EMP001614,921083/19/3,Member1614,Surname452,Female,1975-07-20,2007-04-30,2008-04-20,Active,Client Services,Parastatal,65.0,2040-04-28,51.0,19.0,17.29,14.0,7012.0,1230.98,402.51,8645.49,6668.57,80022.84,0.05,0.08,333.43,533.49,866.92,88390.23,141927.36,230317.59,0.0887,0.0584,0.0749,0.025,0.0414,0.0064,0.59,A1967-70,DC,Defined Contribution,14761.5,12178.24,2026-12-31,Active
MBR0001615,EMP001615,311109/40/6,Member1615,Surname150,Female,1996-03-24,2021-04-29,2022-04-03,Active,Finance,Parastatal,65.0,2061-04-28,30.0,5.0,4.66,35.0,3919.0,949.76,223.21,5091.97,3470.2,41642.4,0.06,0.12,208.21,416.42,624.63,13892.97,28997.58,42890.55,0.0744,0.0529,0.0595,0.025,0.0414,0.0064,0.61,PA(90),DB,Defined Benefit,21081.62,21081.62,2026-12-31,Active
MBR0001616,EMP001616,755924/52/4,Member1616,Surname105,Male,1974-02-21,2009-04-29,2010-01-18,Active,Operations,Private,60.0,2034-04-29,52.0,17.0,16.94,8.0,18530.0,3711.21,1835.39,24076.6,16651.99,199823.88,0.06,0.1,999.12,1665.2,2664.32,181954.3,365109.53,547063.83,0.0914,0.0403,0.0786,0.025,0.037,0.0076,0.67,A1967-70,DC,Defined Contribution,22842.04,14276.28,2026-12-31,Active
